id,race,days_b_screening_arrest,c_charge_degree,is_recid,score_text
8518,African-American,0,F,1,3
8520,African-American,-1,F,1,2
8522,Hispanic,-1,F,1,3
8523,Hispanic,-4,F,0,1
8524,African-American,-1,M,1,2
8526,African-American,-6,M,0,3
8527,Caucasian,-8,M,1,1
8528,African-American,-1,F,0,1
8530,Hispanic,0,F,0,1
8532,African-American,-1,F,0,1
8533,African-American,-1,F,0,2
8534,Caucasian,-1,F,1,2
8535,African-American,-1,F,1,1
8539,African-American,0,F,0,2
8543,African-American,-1,F,1,3
8544,Caucasian,-1,M,1,1
8546,Caucasian,-1,F,0,2
8548,African-American,-34,M,1,3
8550,Hispanic,59,F,0,1
8551,Caucasian,-30,F,0,1
8552,African-American,-1,F,1,3
8554,African-American,-1,F,1,1
8558,African-American,-1,F,1,1
8559,African-American,-82,F,1,3
8560,Caucasian,-30,M,0,1
8563,Hispanic,-41,M,0,1
8565,African-American,-1,F,1,3
8568,African-American,-1,F,1,2
8569,Caucasian,-43,F,1,1
8570,Caucasian,-1,F,1,2
8572,African-American,-26,M,0,2
8574,Caucasian,-1,M,0,1
8575,African-American,-1,M,0,1
8576,African-American,0,M,1,1
8577,Caucasian,0,M,0,1
8578,Caucasian,-22,F,1,2
8579,African-American,-1,M,0,1
8580,African-American,264,M,0,3
8583,African-American,-1,M,1,3
8586,African-American,-1,M,0,1
8589,Caucasian,-1,F,0,1
8590,Hispanic,0,M,0,1
8593,Other,-1,F,1,1
8594,Caucasian,145,F,1,2
8595,Caucasian,-104,F,0,1
8596,African-American,0,M,1,1
8597,African-American,-58,F,0,3
8598,African-American,-1,F,1,2
8600,Hispanic,0,M,0,1
8601,African-American,-91,F,1,3
8602,Caucasian,-40,F,1,2
8604,African-American,0,F,0,2
8605,African-American,-1,F,0,1
8606,African-American,0,F,1,2
8608,African-American,-1,M,1,2
8609,African-American,-1,F,0,2
8610,Caucasian,-4,M,0,1
8611,African-American,-1,F,1,1
8612,African-American,0,F,1,3
8613,Caucasian,-23,M,0,1
8616,Caucasian,-1,F,0,1
8617,African-American,-1,F,0,2
8618,Hispanic,0,F,0,1
8619,Caucasian,-1,F,0,1
8621,African-American,-1,F,0,1
8622,African-American,-30,F,1,3
8625,African-American,-1,F,0,1
8626,Caucasian,-1,F,1,3
8627,African-American,-1,M,0,1
8629,Other,-1,F,0,1
8630,African-American,-1,F,1,3
8633,Caucasian,-1,F,1,1
8634,African-American,-1,F,0,1
8635,African-American,0,F,0,1
8636,African-American,-1,F,1,2
8638,African-American,0,F,1,3
8639,African-American,-12,F,1,2
8641,Caucasian,-1,M,0,1
8642,Caucasian,-1,F,0,2
8644,African-American,-1,M,0,1
8646,Caucasian,-1,M,0,2
8647,African-American,-1,F,1,1
8649,Caucasian,47,F,1,1
8650,Hispanic,0,F,0,1
8651,African-American,-1,M,1,2
8652,African-American,-1,F,0,1
8653,Hispanic,-4,F,0,1
8655,Caucasian,-1,F,1,1
8656,African-American,294,M,0,2
8657,Caucasian,-1,F,1,2
8659,African-American,0,M,0,1
8661,Caucasian,-1,M,0,1
8663,Other,-1,F,1,1
8664,Hispanic,-1,F,1,2
8665,African-American,-1,F,1,2
8667,African-American,-1,F,1,3
8668,Caucasian,-1,M,0,1
8670,Caucasian,0,M,0,2
8672,African-American,-1,F,0,2
8673,Caucasian,-1,M,0,1
8674,African-American,0,M,0,1
8675,Caucasian,-1,F,0,1
8676,African-American,-2,F,0,1
8679,African-American,-1,F,0,1
8681,African-American,-1,F,1,3
8682,Asian,-1,F,0,1
8683,Caucasian,-22,F,0,1
8684,African-American,0,F,0,1
8685,African-American,0,F,1,3
8686,Caucasian,-99,M,0,2
8688,Caucasian,-3,F,0,2
8691,Caucasian,,M,0,1
8694,Caucasian,-1,F,0,2
8695,Caucasian,-1,F,0,1
8696,Caucasian,-1,F,0,1
8700,African-American,0,F,1,3
8701,African-American,-26,F,1,1
8702,Caucasian,0,M,1,2
8703,Caucasian,-1,F,0,1
8705,African-American,0,F,1,3
8706,Caucasian,-1,F,1,1
8707,African-American,,M,1,3
8708,African-American,,F,0,3
8710,African-American,-21,M,0,1
8711,Other,-1,F,0,2
8712,Caucasian,39,F,0,2
8715,African-American,-1,M,1,2
8716,African-American,-1,M,0,1
8717,African-American,-1,M,0,1
8719,Caucasian,-1,F,1,1
8723,Hispanic,-1,F,0,2
8724,African-American,0,F,1,3
8726,Hispanic,-1,F,0,1
8727,Caucasian,,F,0,1
8728,Caucasian,0,M,0,2
8729,Caucasian,-26,F,0,1
8731,Caucasian,-1,F,1,1
8732,African-American,-1,M,0,2
8733,African-American,-82,F,0,1
8735,African-American,0,M,0,1
8737,African-American,-23,F,1,2
8739,Caucasian,,M,0,1
8741,Caucasian,-1,F,1,2
8742,Caucasian,-1,M,1,1
8743,African-American,-1,M,1,3
8744,African-American,366,F,1,2
8745,Caucasian,-2,M,1,1
8746,Caucasian,-1,F,0,1
8747,Caucasian,-1,F,1,3
8748,Caucasian,-1,F,1,1
8749,Other,-1,F,1,2
8750,Hispanic,-52,F,0,2
8752,Caucasian,-1,F,0,1
8754,Caucasian,-1,F,0,2
8755,Hispanic,-1,M,1,1
8756,African-American,30,F,1,3
8757,Caucasian,-1,F,0,1
8758,Caucasian,0,M,1,1
8759,African-American,-13,F,0,1
8760,African-American,24,F,1,2
8761,Caucasian,0,M,1,1
8762,Caucasian,-1,F,0,1
8764,African-American,-1,F,0,2
8765,African-American,-1,M,1,1
8768,African-American,-22,F,0,1
8770,Asian,-1,M,0,1
8771,Hispanic,-2,M,0,1
8773,African-American,30,M,1,2
8774,Caucasian,0,M,0,1
8775,African-American,-1,F,0,3
8776,Caucasian,-1,F,1,3
8777,Caucasian,-11,F,0,1
8778,Caucasian,-1,M,0,1
8781,Caucasian,-1,M,1,1
8783,African-American,-376,F,1,2
8785,Hispanic,0,M,0,1
8786,African-American,-1,M,0,1
8787,Caucasian,-2,F,1,2
8789,Caucasian,0,M,0,1
8790,Asian,-1,F,0,1
8791,Caucasian,-1,M,0,2
8792,Caucasian,-1,F,1,1
8794,Caucasian,0,F,0,1
8797,African-American,-1,F,0,2
8798,Hispanic,-1,F,0,1
8799,African-American,-1,F,1,2
8800,Caucasian,2,M,1,1
8802,African-American,-1,M,0,3
8803,Hispanic,,F,0,3
8805,African-American,0,F,0,1
8807,Hispanic,-25,F,0,3
8809,Hispanic,-1,F,1,2
8812,Hispanic,0,F,0,1
8813,African-American,0,F,1,1
8814,African-American,-1,M,1,1
8816,Caucasian,0,F,0,1
8818,African-American,-1,M,1,1
8819,Other,-1,F,0,1
8820,African-American,-1,M,1,3
8821,African-American,0,F,1,3
8823,Hispanic,-1,F,1,3
8826,African-American,,F,0,2
8827,Hispanic,-1,F,0,1
8828,Caucasian,0,F,0,1
8830,African-American,-1,F,1,2
8831,Hispanic,-1,M,0,1
8832,African-American,-1,F,1,2
8834,African-American,-57,F,1,3
8835,African-American,-1,M,0,1
8838,Caucasian,0,M,0,1
8841,African-American,-1,F,1,1
8842,Caucasian,-1,F,0,1
8843,African-American,-28,M,1,2
8844,Hispanic,-1,F,1,2
8845,Other,-1,M,0,1
8846,Other,-1,M,1,1
8847,African-American,-1,F,1,2
8849,African-American,-39,F,0,2
8852,African-American,-169,M,1,2
8854,African-American,-1,F,0,1
8855,Caucasian,-1,F,1,1
8856,Other,-1,M,0,1
8857,Caucasian,0,M,0,2
8858,African-American,-1,F,0,2
8859,African-American,-1,F,1,1
8861,African-American,-1,M,0,3
8863,Hispanic,0,F,1,2
8864,Hispanic,0,F,0,1
8865,Caucasian,-1,F,0,1
8866,Hispanic,-5,M,0,1
8867,Caucasian,0,F,0,3
8869,African-American,0,M,0,1
8870,Other,-41,F,0,1
8871,African-American,0,F,1,1
8873,African-American,-1,F,1,3
8876,African-American,0,F,1,1
8877,Caucasian,-1,F,0,1
8879,African-American,0,F,0,1
8881,African-American,0,F,1,3
8882,African-American,-1,M,1,3
8884,Caucasian,-1,M,0,1
8885,African-American,0,F,1,3
8887,Other,-2,F,1,2
8889,Caucasian,0,F,0,1
8890,African-American,-1,F,0,1
8891,Caucasian,41,F,1,1
8893,African-American,-1,M,0,2
8894,African-American,,M,0,2
8897,African-American,-1,F,0,1
8899,African-American,-1,F,1,3
8902,Other,-1,M,1,1
8905,Caucasian,-1,M,0,1
8906,Caucasian,-1,F,1,3
8908,African-American,-1,M,0,1
8909,Caucasian,0,M,0,1
8910,African-American,-1,F,1,1
8914,African-American,-17,F,1,1
8916,African-American,,M,0,1
8918,Caucasian,-6,F,1,1
8920,African-American,-1,F,1,1
8921,Caucasian,-1,M,1,1
8922,Caucasian,-1,F,0,1
8923,African-American,,F,0,2
8924,African-American,-1,F,1,1
8925,African-American,-1,F,0,2
8926,African-American,0,M,1,2
8929,Hispanic,0,F,1,1
8930,African-American,680,M,1,3
8933,Caucasian,0,F,1,3
8935,African-American,-251,M,0,3
8936,African-American,0,M,0,1
8938,African-American,-1,M,0,2
8939,African-American,-23,M,0,1
8940,Other,0,F,0,1
8941,Caucasian,-20,F,1,2
8942,Caucasian,0,M,1,1
8943,African-American,-60,F,0,1
8944,African-American,-1,F,0,1
8945,African-American,-1,F,0,2
8946,African-American,,M,0,2
8948,Other,-1,M,0,1
8949,African-American,-1,M,0,2
8950,Other,,M,0,1
8954,Caucasian,-1,M,0,1
8955,Hispanic,,M,0,3
8957,African-American,112,M,1,2
8959,Other,-1,F,1,3
8960,African-American,-1,F,1,1
8961,Native American,-5,F,1,3
8962,Caucasian,-1,M,0,1
8964,African-American,-1,M,1,1
8967,Hispanic,-2,M,0,1
8969,African-American,-1,F,1,2
8970,Caucasian,-7,M,1,1
8971,African-American,-23,F,0,1
8972,African-American,-1,M,1,2
8973,Caucasian,40,M,0,2
8974,African-American,-1,F,1,3
8976,Caucasian,0,F,0,1
8980,Hispanic,565,F,1,1
8981,Caucasian,-36,M,1,1
8983,Caucasian,-1,M,0,1
8984,Hispanic,0,M,0,1
8988,African-American,-1,F,0,1
8989,African-American,-1,M,1,2
8991,African-American,227,F,1,3
8992,Caucasian,-1,F,1,3
8995,Caucasian,0,F,0,3
8996,African-American,-1,F,0,2
8997,African-American,-1,F,0,1
8998,Caucasian,-2,F,1,1
8999,African-American,-1,F,1,3
9003,African-American,-52,F,0,1
9004,African-American,-1,F,0,1
9005,Caucasian,-2,M,0,2
9008,Other,0,F,0,1
9010,African-American,-1,F,1,1
9012,Caucasian,-22,M,0,1
9013,Caucasian,-1,F,0,1
9017,Hispanic,-1,F,1,3
9018,African-American,-1,M,0,3
9020,Caucasian,-3,M,1,2
9022,African-American,-1,F,1,1
9023,Caucasian,-1,M,0,1
9027,African-American,,M,1,3
9028,African-American,-1,M,0,1
9030,Hispanic,-1,F,0,1
9031,African-American,0,F,1,2
9032,African-American,-4,M,0,2
9033,Other,-1,F,0,1
9034,African-American,-4,M,1,1
9038,African-American,-1,F,0,1
9039,African-American,-1,F,0,1
9040,African-American,-1,F,0,1
9041,Caucasian,0,M,0,1
9042,Caucasian,-1,F,0,2
9043,Caucasian,-1,F,1,2
9044,African-American,0,F,1,2
9045,Caucasian,-1,F,0,2
9046,Caucasian,-14,M,0,2
9047,Hispanic,0,M,0,1
9049,African-American,-1,M,0,1
9054,African-American,-1,M,1,2
9055,Hispanic,-1,M,1,1
9056,African-American,0,F,1,2
9058,Caucasian,-1,F,1,1
9060,Caucasian,-2,M,1,2
9061,African-American,0,F,1,3
9062,Caucasian,-1,M,0,2
9064,African-American,0,F,1,3
9067,Caucasian,54,M,1,2
9070,Caucasian,-8,F,1,2
9072,African-American,-1,M,1,2
9074,African-American,0,F,0,2
9075,Hispanic,-1,F,0,1
9076,African-American,-1,M,1,1
9077,Caucasian,-1,F,1,2
9079,Hispanic,-1,F,1,1
9080,Caucasian,-1,F,1,1
9081,Other,-2,F,0,1
9083,African-American,83,F,1,2
9085,Caucasian,-1,F,0,2
9086,African-American,-1,F,1,3
9087,Caucasian,-15,M,1,1
9088,Caucasian,,F,0,1
9089,Caucasian,-12,M,0,1
9091,Other,-1,F,1,1
9092,Caucasian,-1,F,1,1
9093,African-American,-1,F,0,3
9094,African-American,26,F,1,3
9096,African-American,-1,F,0,2
9097,African-American,-1,F,1,2
9099,African-American,,M,0,1
9102,African-American,-1,M,1,1
9104,African-American,,F,0,2
9106,Caucasian,-1,F,1,1
9109,Caucasian,-75,F,0,2
9110,African-American,-1,F,1,3
9111,African-American,57,F,1,1
9112,Caucasian,-1,F,1,2
9115,Caucasian,-1,F,1,2
9116,Hispanic,0,M,0,1
9119,African-American,-1,F,1,2
9120,African-American,-20,F,0,2
9123,Caucasian,-48,F,0,1
9125,Caucasian,-1,M,1,1
9126,African-American,-1,M,0,1
9127,Other,-1,M,1,1
9128,Caucasian,-84,F,1,3
9129,African-American,-1,F,0,2
9130,African-American,-188,F,1,3
9131,Other,-1,M,0,2
9132,Caucasian,-157,F,0,2
9133,Caucasian,-4,F,0,2
9136,African-American,-1,F,0,1
9143,Caucasian,-1,F,0,1
9144,African-American,0,F,1,1
9145,African-American,-1,M,1,1
9146,African-American,-4,M,0,2
9147,Other,-1,F,1,3
9148,Caucasian,-1,F,0,1
9150,Caucasian,-3,F,1,3
9155,Caucasian,13,F,1,2
9156,Caucasian,16,F,1,2
9157,African-American,0,F,1,3
9158,Other,-1,F,1,1
9159,Caucasian,-1,F,1,1
9160,African-American,-1,M,0,3
9161,Caucasian,,F,0,3
9163,African-American,-1,M,1,3
9165,African-American,-1,F,0,3
9166,African-American,-1,F,0,1
9167,African-American,0,F,0,1
9169,Other,0,F,1,1
9170,Caucasian,-1,F,0,1
9171,Hispanic,-1,M,1,1
9172,African-American,-1,F,1,2
9173,Caucasian,0,F,0,3
9174,Caucasian,0,F,1,3
9175,Hispanic,-1,M,1,1
9176,Caucasian,-1,F,1,1
9178,African-American,0,M,1,1
9180,African-American,0,F,0,2
9181,Hispanic,-1,M,1,1
9182,African-American,0,F,1,2
9183,Caucasian,-1,M,0,1
9185,African-American,0,F,1,1
9186,African-American,-1,M,0,3
9187,Hispanic,-1,F,1,3
9188,Hispanic,,F,0,1
9189,Caucasian,-26,F,0,1
9191,African-American,-1,F,1,3
9192,African-American,-1,M,0,1
9196,Caucasian,-1,F,1,1
9197,Other,-1,F,1,1
9200,Other,,F,0,1
9201,African-American,-1,F,1,1
9202,Caucasian,,F,0,3
9203,Hispanic,583,F,0,2
9205,Hispanic,,M,1,1
9206,African-American,93,F,1,3
9207,African-American,0,M,0,1
9208,African-American,-1,F,1,3
9209,African-American,-1,F,1,1
9210,Hispanic,-1,F,1,2
9212,Caucasian,-1,F,0,1
9214,African-American,0,F,0,1
9215,Caucasian,-1,M,0,1
9216,Caucasian,-1,M,0,1
9219,African-American,-1,M,0,2
9220,Caucasian,0,M,0,1
9221,Caucasian,0,F,1,2
9224,Caucasian,-1,F,0,1
9225,African-American,-1,M,1,3
9226,Caucasian,-1,F,1,1
9227,Caucasian,-1,F,0,1
9229,African-American,-1,M,0,3
9230,Caucasian,-1,M,0,2
9231,Caucasian,0,F,0,1
9232,Caucasian,-1,F,1,1
9233,African-American,,F,0,2
9234,African-American,,F,0,1
9235,Caucasian,-1,F,1,1
9238,African-American,-1,F,0,1
9239,African-American,-1,F,1,1
9240,African-American,0,F,1,2
9241,Caucasian,-1,F,0,1
9242,Caucasian,-1,F,0,1
9243,Caucasian,-1,F,0,1
9244,African-American,-1,F,1,1
9245,African-American,0,M,0,1
9246,Caucasian,-1,M,0,1
9247,African-American,-1,F,1,2
9248,African-American,-1,F,0,2
9249,Other,-1,M,0,1
9253,Caucasian,0,F,0,2
9254,African-American,0,F,0,1
9255,Caucasian,-1,F,1,2
9256,Caucasian,0,F,1,3
9257,African-American,-1,F,0,1
9258,Caucasian,-1,M,0,1
9259,Caucasian,-1,F,1,3
9260,Caucasian,-1,F,0,1
9261,African-American,-1,F,1,2
9262,African-American,-1,F,0,3
9264,Hispanic,0,F,0,1
9266,African-American,-1,F,0,2
9267,Caucasian,-1,M,0,1
9268,Caucasian,-1,F,1,1
9269,African-American,-1,M,0,1
9270,African-American,-1,M,0,2
9271,Caucasian,-31,M,0,1
9272,Caucasian,-302,F,0,1
9273,Caucasian,-1,F,1,1
9275,African-American,-1,F,0,1
9276,Caucasian,-4,M,0,1
9277,African-American,-1,M,0,1
9279,Caucasian,-1,M,0,2
9280,Caucasian,-1,M,0,1
9282,African-American,0,F,0,2
9283,Caucasian,7,F,1,1
9284,Caucasian,-1,F,0,1
9285,African-American,-1,F,0,1
9287,African-American,-1,F,1,2
9288,Caucasian,-49,F,0,1
9292,African-American,-1,F,0,3
9293,African-American,0,F,1,2
9295,Hispanic,-1,F,0,1
9296,African-American,-1,F,1,3
9297,African-American,0,M,0,3
9298,Hispanic,0,M,0,1
9299,Other,-1,F,1,1
9300,Caucasian,176,F,1,2
9303,African-American,-1,M,0,3
9306,African-American,-1,M,1,2
9307,African-American,-1,F,1,3
9308,Caucasian,0,F,1,1
9309,Other,-1,F,0,1
9310,Caucasian,-238,F,0,1
9311,Hispanic,-345,F,0,2
9318,African-American,18,F,1,2
9319,African-American,-69,M,1,2
9320,African-American,-1,M,0,1
9322,African-American,-1,F,1,3
9323,Caucasian,-1,M,1,3
9324,Caucasian,-3,F,1,2
9325,Hispanic,-1,F,1,3
9326,Caucasian,0,M,1,2
9327,African-American,0,F,1,3
9328,Hispanic,-1,F,0,1
9332,African-American,-1,F,0,2
9334,African-American,-33,M,1,2
9335,African-American,-22,F,1,1
9336,African-American,-1,F,0,1
9337,Caucasian,0,F,0,2
9338,African-American,-1,M,1,1
9339,Caucasian,3,F,1,1
9341,Hispanic,34,F,1,3
9343,African-American,-1,M,0,3
9344,African-American,-1,F,1,1
9346,African-American,-5,M,0,2
9348,Caucasian,-10,F,0,2
9350,Caucasian,-1,F,0,2
9351,African-American,-1,F,0,2
9352,Caucasian,-1,F,0,3
9353,Caucasian,-1,F,1,1
9354,Caucasian,0,M,0,1
9357,African-American,-1,M,0,1
9358,African-American,-1,F,1,2
9359,Caucasian,,M,0,1
9363,African-American,,F,1,3
9364,African-American,-1,M,0,3
9365,Native American,0,F,1,3
9366,Other,-1,M,0,1
9367,African-American,-102,F,1,3
9369,African-American,-1,M,0,1
9370,African-American,-1,F,1,1
9372,African-American,-1,F,0,3
9375,African-American,-1,F,1,2
9376,Other,-1,F,0,1
9377,Hispanic,-1,F,0,1
9378,Caucasian,16,F,1,3
9379,Other,-31,F,0,1
9380,Caucasian,-1,F,0,1
9381,Caucasian,-1,M,0,1
9383,African-American,-48,F,0,2
9385,Other,-1,F,1,1
9386,African-American,0,F,1,1
9387,Caucasian,-18,F,0,1
9388,Caucasian,0,F,0,1
9392,Caucasian,-1,M,1,2
9393,Caucasian,-1,F,1,2
9394,Caucasian,-2,F,0,3
9397,Other,-1,F,1,1
9398,African-American,-1,M,1,1
9399,Hispanic,21,M,1,1
9401,Caucasian,-1,M,1,1
9402,African-American,0,F,1,3
9404,African-American,-1,M,1,2
9405,African-American,0,F,1,3
9407,African-American,-1,F,0,2
9408,Other,,F,1,1
9412,African-American,-1,M,0,1
9413,African-American,-1,F,1,3
9414,Caucasian,-1,M,1,1
9415,Caucasian,-1,F,1,1
9416,African-American,-1,F,1,2
9417,Caucasian,-88,F,1,2
9419,African-American,0,F,1,1
9420,African-American,-7,F,0,1
9425,Caucasian,-1,F,0,1
9428,Caucasian,-1,M,0,1
9429,Hispanic,-1,F,1,1
9433,African-American,-1,M,0,1
9434,African-American,,F,0,1
9435,Caucasian,0,F,0,2
9436,African-American,-1,F,1,2
9437,Hispanic,-1,F,0,3
9438,African-American,-69,F,0,2
9439,African-American,-1,F,1,2
9440,African-American,0,F,0,2
9441,African-American,-1,M,1,3
9442,African-American,-1,F,1,3
9443,African-American,-1,F,1,3
9444,Caucasian,0,F,0,2
9446,Other,,F,1,2
9448,Caucasian,-1,M,0,2
9450,African-American,0,F,0,2
9451,African-American,0,F,1,2
9452,African-American,-2,M,1,2
9458,African-American,0,M,1,1
9459,Other,0,M,0,1
9460,Hispanic,0,M,0,1
9461,Hispanic,0,M,0,1
9462,Caucasian,-1,M,1,2
9463,Hispanic,,M,0,1
9464,Caucasian,0,M,0,1
9465,African-American,-1,F,0,1
9467,African-American,-1,F,1,2
9473,African-American,-1,F,0,2
9475,African-American,-1,F,0,1
9476,African-American,-1,F,0,1
9479,Caucasian,714,F,0,1
9483,African-American,-1,F,1,3
9484,Caucasian,0,M,0,1
9486,African-American,-1,F,1,2
9488,Caucasian,0,M,1,1
9491,Caucasian,0,M,0,2
9492,African-American,-1,M,0,2
9493,African-American,-1,F,0,2
9494,Caucasian,0,F,0,2
9495,Hispanic,-1,F,1,2
9497,African-American,-1,F,0,3
9499,African-American,-1,F,1,2
9500,Caucasian,293,F,0,1
9501,Hispanic,0,M,0,1
9504,African-American,-32,M,0,2
9506,African-American,-1,M,1,3
9509,African-American,-1,F,1,2
9511,Hispanic,0,F,0,1
9512,African-American,-35,M,0,2
9513,African-American,0,F,0,1
9515,African-American,-1,F,0,1
9516,African-American,-1,F,1,1
9517,Caucasian,-1,F,0,1
9518,Caucasian,0,M,0,1
9519,Caucasian,-1,F,1,2
9523,African-American,-1,F,1,2
9524,Caucasian,-1,M,0,3
9526,Caucasian,132,F,1,3
9527,African-American,-4,M,0,1
9528,African-American,-189,F,0,1
9529,African-American,0,F,1,3
9530,Hispanic,-1,M,0,1
9531,Hispanic,0,F,1,3
9532,African-American,-1,F,1,2
9534,African-American,-1,F,1,2
9535,Hispanic,87,F,0,3
9536,African-American,0,M,1,3
9537,Hispanic,-1,M,0,1
9538,African-American,39,F,1,1
9539,Caucasian,-39,F,0,3
9540,African-American,0,F,1,1
9541,African-American,0,F,1,2
9542,African-American,-1,F,1,3
9544,Caucasian,-39,M,1,3
9545,African-American,-1,F,0,1
9547,Caucasian,-1,M,0,1
9548,Caucasian,-13,F,0,1
9550,African-American,-1,F,1,3
9552,Hispanic,-1,F,1,2
9553,Caucasian,-1,M,0,1
9554,Caucasian,-1,M,0,1
9556,Hispanic,-18,F,0,1
9557,African-American,-1,M,0,1
9560,Caucasian,-1,F,1,3
9561,Caucasian,-1,F,1,2
9562,African-American,-39,M,1,1
9563,Caucasian,-12,F,0,2
9566,Caucasian,-1,F,1,3
9567,African-American,-1,F,0,1
9568,African-American,-28,F,1,2
9569,Caucasian,0,M,0,1
9570,African-American,-1,F,1,1
9574,African-American,0,F,0,2
9576,Other,-1,F,0,1
9577,Other,-1,M,0,1
9578,African-American,-1,M,0,2
9579,African-American,-130,F,0,1
9581,African-American,-1,F,0,1
9584,African-American,0,F,1,2
9586,African-American,-1,M,1,2
9588,Caucasian,-1,F,0,1
9589,African-American,0,M,0,2
9591,African-American,-1,F,1,2
9592,Caucasian,-1,F,0,1
9593,Caucasian,0,F,0,1
9596,African-American,123,F,1,3
9597,Caucasian,-1,M,0,1
9600,Caucasian,0,F,1,1
9601,Hispanic,-1,F,1,1
9603,African-American,-1,F,1,1
9604,African-American,7,F,1,2
9606,Caucasian,-1,F,1,2
9608,Caucasian,-1,F,0,2
9609,Hispanic,-8,M,1,2
9612,Caucasian,0,M,1,1
9613,Caucasian,-1,F,1,1
9616,African-American,841,F,0,2
9617,African-American,0,F,1,1
9618,Caucasian,0,F,1,2
9619,Caucasian,48,F,1,2
9620,Caucasian,-1,F,1,3
9621,Caucasian,-1,F,0,1
9624,African-American,-3,M,0,1
9625,Other,-1,F,1,1
9626,African-American,0,F,1,3
9627,Caucasian,-45,F,1,1
9628,African-American,-10,F,1,3
9629,African-American,-1,F,0,3
9630,Caucasian,-1,M,0,1
9631,Caucasian,-24,M,0,1
9632,Caucasian,-4,F,0,1
9633,Hispanic,-1,F,0,2
9634,Hispanic,-25,F,0,1
9635,Caucasian,-1,F,0,1
9636,African-American,0,F,1,3
9640,African-American,-1,M,1,3
9641,Caucasian,-28,F,0,1
9643,Caucasian,-1,F,0,1
9644,African-American,0,M,0,2
9645,Caucasian,,M,0,1
9646,African-American,-12,M,1,3
9648,Caucasian,-1,F,0,1
9651,Hispanic,-1,F,0,1
9653,Caucasian,-1,F,0,2
9654,African-American,-1,F,1,1
9655,Caucasian,-1,M,1,1
9656,African-American,0,F,1,1
9658,African-American,-1,M,0,3
9659,African-American,-1,M,0,1
9662,Caucasian,0,M,0,1
9663,African-American,-1,M,0,1
9664,Caucasian,-1,F,1,1
9666,African-American,-1,F,0,3
9667,Caucasian,-2,F,1,1
9668,African-American,-1,M,0,1
9669,African-American,0,F,0,1
9670,Caucasian,-1,F,0,1
9672,African-American,0,F,0,3
9674,Caucasian,-1,M,1,3
9676,African-American,0,F,0,3
9677,African-American,-1,F,0,1
9681,African-American,-1,F,1,2
9685,African-American,-1,M,1,2
9686,African-American,0,F,0,1
9687,African-American,-1,M,0,2
9689,African-American,624,M,0,1
9690,African-American,-1,M,0,1
9691,African-American,-1,F,0,2
9693,Hispanic,-1,F,0,1
9695,Caucasian,-1,M,0,1
9698,African-American,-1,F,1,2
9699,Other,-2,F,0,1
9703,African-American,-1,F,1,1
9704,African-American,-1,F,0,1
9706,Caucasian,-1,M,0,2
9707,Other,-21,F,1,2
9708,African-American,-1,F,1,1
9709,African-American,-1,F,0,3
9710,African-American,-1,F,1,2
9712,African-American,-1,F,1,1
9713,Caucasian,0,M,0,1
9714,African-American,-1,F,1,3
9715,Caucasian,-131,F,0,1
9717,Caucasian,-3,M,0,1
9720,Caucasian,53,F,1,1
9722,Caucasian,-1,F,1,2
9723,African-American,0,M,0,1
9724,African-American,-1,F,0,1
9725,Other,-1,M,0,1
9727,African-American,805,F,1,2
9729,African-American,0,F,1,2
9730,Caucasian,-1,M,0,1
9731,African-American,-3,M,0,1
9732,African-American,0,F,1,2
9733,African-American,-1,F,1,1
9734,Caucasian,0,F,0,1
9735,Hispanic,-40,M,1,1
9737,Caucasian,-32,F,0,1
9738,African-American,-1,M,0,2
9739,African-American,21,F,1,3
9740,African-American,111,M,1,3
9741,African-American,-1,F,1,3
9743,African-American,-1,F,0,3
9745,African-American,-1,M,1,2
9746,Hispanic,-1,M,0,2
9747,African-American,-1,F,1,1
9748,African-American,-1,F,1,2
9749,Caucasian,-68,F,1,3
9750,African-American,-1,F,0,1
9752,African-American,-1,F,1,1
9753,Other,0,M,0,1
9754,African-American,0,F,1,1
9755,African-American,-1,F,1,2
9756,African-American,-1,M,1,1
9758,Caucasian,-1,F,1,1
9759,Caucasian,-1,F,0,2
9767,Caucasian,0,M,0,1
9771,African-American,-1,M,0,1
9773,African-American,-1,F,1,2
9774,Caucasian,-1,M,1,1
9776,Caucasian,,F,0,1
9777,African-American,-1,F,1,1
9778,African-American,-1,F,0,2
9780,African-American,-58,M,1,2
9781,Caucasian,-1,F,1,3
9782,African-American,-1,M,0,3
9783,African-American,40,F,1,1
9784,African-American,-1,M,0,1
9785,Caucasian,-1,M,0,1
9786,African-American,-1,F,1,3
9787,African-American,-4,F,1,2
9788,African-American,-40,F,0,3
9789,African-American,-1,M,0,1
9790,African-American,-1,F,1,1
9791,Caucasian,-1,M,0,2
9793,Caucasian,-33,M,1,1
9795,Hispanic,,F,0,1
9796,Other,-1,M,1,1
9797,African-American,,F,1,1
9798,African-American,,M,0,2
9799,Caucasian,-1,F,1,2
9800,Caucasian,-9,M,0,1
9801,African-American,-170,M,0,2
9802,African-American,-1,F,0,1
9804,Hispanic,-6,F,1,1
9805,African-American,-1,F,1,2
9806,Other,-1,F,1,1
9808,Caucasian,-55,F,0,2
9809,Hispanic,-1,F,1,1
9810,African-American,-1,F,0,3
9811,African-American,-1,F,1,3
9814,African-American,96,F,1,3
9815,African-American,-1,F,1,1
9817,African-American,-1,F,1,2
